publication_number,title
US-2011025562-A1,Tightly Coupled UWB/IMU Pose Estimation System and Method
US-6705286-B1,Method and system for minimizing torque intervention of an electronic throttle controlled engine
US-2017061960-A1,Building of n-gram language model for automatic speech recognition (asr)
US-6056780-A,Method for the positioning of electromagnetic sensors or transmitters in an array
US-2015062301-A1,Non-contact 3d human feature data acquisition system and method
US-5910906-A,Digital single-frequency tone detection in presence of aliases
US-2019014717-A1,Fertilization precision control method for water and fertilizer integrated equipment and control system thereof
US-2011035517-A1,"Method and apparatus for receiving, storing, and presenting multimedia programming without indexing prior to storage"
US-6462770-B1,Imaging system with automatic gain control for reflectance and fluorescence endoscopy
US-7412107-B2,System and method for robust multi-frame demosaicing and color super-resolution
US-5878102-A,Use of computer tomography scout images as an alternative to sinogram data
US-2014274018-A1,Safety enhancing cellphone functionality limitation system
US-2012163173-A1,Apparatus and method for scheduler implementation for best effort (be) prioritization and anti-starvation
US-8570882-B2,Method and device for power control in HSDPA
US-2012046782-A1,Kinematic approximation algorithm having a ruled surface
US-2004215447-A1,Apparatus and method for automatic classification/identification of similar compressed audio files
US-7853630-B2,System and method for the dynamic generation of correlation scores between arbitrary objects
US-2005091189-A1,Data mining method and system using regression clustering
US-8560509-B2,Incremental computing for web search
US-6256019-B1,Methods of using a controller for controlling multi-user access to the functionality of consumer devices
US-2016227237-A1,Semi-global matching (smg) cost compression
US-2012206949-A1,System and Method for Converting AC Power to DC Power Using Sensorless Field Oriented Control
US-2016157737-A1,Quantification of local circulation with oct angiography
US-9258167-B2,"Transmitting apparatus, receiving apparatus and control methods thereof"
US-2015015736-A1,"Method, Apparatus and Computer Program for Capturing Images"
US-9489627-B2,Hybrid clustering for data analytics
US-9848844-B2,Iterative reconstruction process
US-2009240129-A1,"Apparatus and method for monitoring blood glucose levels including convenient diplay of 
blood glucose value average and constituent values"
US-8797899-B2,System and method for probabilistic WLAN positioning
US-6233594-B1,Decimation filter for oversampling analog-to digital converter
US-2018014038-A1,Method and apparatus for selecting a network resource as a source of content for a recommendation system
US-2005228805-A1,Methods and apparatus for real-time business visibility using persistent schema-less data storage
US-2008120510-A1,System and method for permitting end user to decide what algorithm should be used to archive secure applications
US-8433337-B2,RSS-based DOA indoor location estimation system and method
US-7813897-B2,Method for measuring quantity of usage of CPU
US-7421732-B2,"System, apparatus, and method for providing generic internet protocol authentication"
US-7363202-B2,State exploration using multiple state groupings
US-9401826-B2,Signal processing unit employing a blind channel estimation algorithm and method of operating a receiver apparatus
US-8913810-B2,"Simultaneous reconstruction of emission activity and attenuation coefficient distribution from TOF data, acquired with external shell source"
US-5402223-A,Electronic survey stadia
US-2018032744-A1,Methods of dynamically securing electronic devices and other communications through environmental and system measurements leveraging tailored trustworthy spaces and continuous authentication
US-8548997-B1,Discovery information management system
US-7320090-B2,"Methods, systems, and media for generating a regression suite database"
US-2007110237-A1,Watermarking in an encrypted domain
US-4302675-A,Method of multiplanar emission tomography and apparatus therefor
US-2018354206-A1,Mobile curing system using superheated air
US-2018129826-A1,Techniques for leveraging multiple cryptographic algorithms for authenticating data
US-6578143-B1,Method for negotiating weakened keys in encryption systems
US-2010265117-A1,System and method for imaging objects
US-2018074731-A1,Tape backup and restore in a disk storage environment with intelligent data placement
US-2007064780-A1,Channel quantization for multiuser diversity
US-2017284859-A1,Obtaining true diffusivity constant
US-2005156938-A1,"Screen display processing apparatus, screen display processing method and computer program"
US-2006053113-A1,Method and system for allocating shared resources between applications
US-2007233335-A1,Method and apparatus for optimizing railroad train operation for a train including multiple distributed-power locomotives
US-5535142-A,Circuit arrangement for an inductive position indicator
US-10176253-B2,Fusion of cluster labeling algorithms by analyzing sub-clusters
US-6694256-B1,Systems and methods for a PDA with forced layer switching based on memory constraints
US-2002018066-A1,System and method for a dynamic professional syllabus
US-2005210321-A1,Method of balancing work load with prioritized tasks across a multitude of communication ports
US-2005028065-A1,Random-access multi-directional CDMA2000 turbo code interleaver
US-9710617-B2,Method and system for a recursive security protocol for digital copyright control
US-5528693-A,Method and apparatus for voice encryption in a communications system
US-2014068330-A1,Predicting symptoms of run-time problems based on analysis of expert decision making
US-2018278627-A1,Detection of email spoofing and spear phishing attacks
US-6157648-A,Network session management
US-2013315454-A1,Automated crystal identification achieved via watershed segmentation
US-2017046771-A1,System and Method for Real-Time Full-Service Shopping
US-10171496-B2,Beacon spoofing prevention
US-2003038742-A1,Automatic recognition of radar scan type
US-2016174121-A1,Replacement system and method for broadband wireless network
US-5652512-A,Advanced digital flux gate magnetometer
US-8059628-B2,Low power multiple channel mixing architecture for detecting wake-up signals and related falsing protection algorithm
US-2013282204-A1,Self Tuning Vibration Absorber
